SEQN,y
384160,0.77543616
96056,-1.0678986
574963,-0.20302404
632703,-1.363339
520661,2.2050886
729351,-0.68462676
190964,-0.11535245
139577,-0.9021945
946214,-1.6951246
590911,-0.7828678
885939,-2.5048983
41196,0.7077793
47533,1.8191684
414883,-0.24852535
463712,1.4663014
323424,-1.1963387
565044,-2.1850286
22822,0.57865894
474539,-0.73886645
314830,0.30462113
472473,-1.8708558
800215,1.6047122
361076,-0.103393435
511252,1.1073098
857872,0.44892734
940977,0.21555144
564677,-0.17241234
674231,0.21578479
163640,0.117684454
300707,1.2557439
714455,2.6405044
578602,-1.3173752
316970,-1.1726478
928676,-2.0364697
203592,-1.125953
436630,-0.41161
909204,1.8318096
44975,2.3199797
320954,-1.2866001
899019,0.08461732
526731,-1.2726442
399125,-1.9439294
245630,-1.5968304
994766,0.29337934
727060,1.0857986
641514,-0.09074752
522310,1.013027
373687,-0.25633183
461208,-2.4745994
435234,-2.418285
732404,2.646017
226579,0.4622315
192064,1.2843105
504219,0.5020969
958086,-0.014394656
239072,1.1764646
414026,0.50977284
745494,-1.7991781
4472,1.0391027
326607,-1.6707282
558983,1.6894826
526700,-1.3040533
957616,-1.1321745
123464,3.8679552
831361,-1.662103
515623,0.42769828
889582,-0.8622953
289091,-2.1974978
718629,-1.1827071
147195,-0.044760644
671544,-2.242557
110931,-1.2427553
499174,0.5940479
686379,0.47218242
837073,-2.6963103
243346,0.34286034
250867,2.2116933
34460,1.1452998
461413,0.88560665
500401,-0.9214623
235041,-1.5849605
602061,-0.12745333
675764,3.125911
841397,1.7291923
264922,-1.8728404
698333,-2.2112553
214760,-0.5850349
730856,-2.1634758
934017,-1.3783329
144554,-0.8145807
365027,2.3139663
286897,-2.2427678
244629,1.3331258
623765,1.4823723
371484,0.3020953
241849,-0.025203869
185024,0.18029223
821470,0.4229384
146436,1.0438056
105812,-0.24601832
301629,0.32393453
154999,-1.3425024
661916,1.7580221
563222,-0.8797929
10071,0.5234431
815332,-1.9032267
584309,-0.45882514
124780,1.1130525
304363,-3.6219087
448358,-2.6681638
949778,2.0604422
416927,-1.7791779
926077,1.3053911
517579,-1.9436748
844386,0.5664482
605058,-1.070913
990378,-0.9626372
989839,1.2888407
898915,-1.283622
104042,-0.60504097
625019,-0.62944365
527791,-0.8126724
594369,1.5293033
320724,-1.4207569
20047,0.024463981
16497,-1.4056262
157331,2.193576
786883,0.7701237
321427,-0.032113343
146351,-0.2504346
590972,-1.2052573
488012,-1.8887178
478698,2.307879
769588,0.00524427
558037,-0.21503326
767467,0.3920724
217220,-0.3033768
521352,1.054209
670153,-0.32476404
625108,0.35829738
876689,1.3542206
320473,2.4592614
643611,-1.5304606
89807,-1.1273422
603858,-0.65978736
362545,-1.6374485
563528,-0.5308994
414307,1.8548405
543736,0.6077811
869808,-2.6939147
880402,0.17014962
463456,0.90431887
69757,-0.8503019
256891,-1.0854802
114809,-0.9634019
141538,1.6759934
980769,0.3269282
837641,-1.1225921
954367,-2.218934
439640,-0.21075135
832404,-0.8342494
700848,-1.5483763
638351,0.06030184
593498,-0.07078391
862786,0.7750299
792750,1.4628737
204494,1.1423507
464142,-1.3825095
578630,-1.5766973
374958,-1.9934618
494069,-0.05444938
523001,-2.015478
645837,1.3683498
428074,-0.11955431
818514,1.9354376
372462,-1.6780314
214218,0.6967712
40645,-1.2053752
902910,0.49849042
695436,-0.8104569
93408,-0.49286726
729364,1.5209875
800368,0.69532996
338672,-1.6475348
280258,-2.5307155
971457,-0.5016017
438101,1.2732536
189412,-0.62732756
919185,-1.7729042
918032,-3.3501637
437887,1.8462348
208959,0.9249437
112103,-0.7452781
218845,-0.8877981
363721,0.92175716
650601,0.88472414
442160,-1.9393156
423696,-0.49030071
672882,-1.5951042
789634,-0.23323737
636963,0.69637346
148346,0.77235866
267013,2.2722762
130299,-0.4327057
459608,-0.23941469
531607,-1.3442016
54252,1.0983496
604621,0.48801947
869840,-1.3310363
816220,0.7762179
311261,-1.3428314
763572,0.44601482
54956,0.26327246
756034,-2.899295
164185,-0.004318714
310376,-0.023669183
635114,-1.6685693
827053,-1.1314454
134717,0.8034345
473615,1.4365419
783069,0.34046504
932324,0.9366678
680424,-1.6127985
393886,-1.2556682
781686,-1.2505764
491650,0.63157606
225204,-1.919206
564718,-0.4020936
427287,0.12505011
539871,-0.64405
538179,-2.6521544
405810,0.043034613
669326,1.3745449
753789,0.2642541
433178,-1.2551029
855542,-0.5593035
347231,-1.7820067
183644,1.6272718
838192,0.8409016
280789,-1.1826843
786390,-2.4517565
549281,0.8308644
588547,1.1556296
40218,1.4523995
148533,-1.5451143
372952,-1.5513762
439683,1.9451065
455084,0.4754725
172164,-1.9998553
412857,0.6637053
479494,0.3465922
35301,2.1484883
385428,-2.2466402
615513,1.2799498
654520,0.33081263
97281,0.24773864
408605,1.1794149
981108,1.7502095
339242,-2.9693143
387405,2.2392468
577314,-1.6608679
542935,1.032721
565435,1.1831399
643634,3.3787956
145499,0.5943232
816160,-1.3283966
734776,-1.1963557
489913,2.62151
830392,-1.855791
872932,-1.5131402
887918,-0.21381599
625421,-0.67468745
662418,1.8280929
443174,-1.2759151
425580,-2.498578
950743,0.12826678
747848,1.0137798
521454,-2.2944188
322482,-0.19263095
441117,-0.5779562
373184,0.41804838
494834,-2.1141467
688390,-1.5087025
434181,1.6413994
382703,2.740522
239250,-0.9637554
801920,0.62065315
21386,-1.1218295
624166,-0.06692149
654815,0.8579787
9473,1.261446
37672,-1.4551024
152043,-1.3831328
668780,-0.48204905
487970,0.32192293
788453,0.15059994
937117,-0.92239374
551548,1.9105287
333657,-1.5346327
962967,-0.38142312
586837,0.1654778
391161,2.821031
964728,0.69233257
423151,0.8493303
832360,-1.7940712
988571,1.2622046
145772,1.8871758
537713,-0.24809605
657916,0.9934759
960395,1.5651779
729195,0.014308095
707958,0.77855575
874501,1.6598171
806254,-1.0979688
839017,1.2085658
957408,-1.5476288
889383,2.9601758
800377,0.026828647
889787,1.9617262
884898,-1.9433665
33159,0.5790497
244059,0.6464038
914620,1.6482332
605129,0.6050401
955430,-0.63827693
152056,0.5071018
674680,0.715203
776784,-2.7779894
97161,-1.6878235
870053,-0.22720848
96603,-2.708827
658799,-2.5265925
849308,-0.8758455
102748,2.371467
391739,-1.3872702
921310,1.0620444
411422,2.0524342
595513,-1.7867937
415117,-0.96162117
301428,-2.3566988
9001,2.2438388
376195,-0.108422816
421717,-1.9262573
83451,0.203231
598414,-0.3268063
52657,-1.3983774
140092,0.9789749
825642,-0.40208885
416110,0.5271003
98228,0.03855707
698752,-0.99507934
118490,1.1981382
630666,-1.9608377
663810,1.3522182
27870,-0.1909653
550599,0.7053271
135129,-0.84342885
165260,1.4585251
729726,-1.9389904
564062,0.034155846
933158,0.13062057
669116,1.2190943
993500,0.26358414
860831,1.7548013
491849,0.9735736
20148,-2.6361957
479131,2.2917142
132620,-0.8850732
94118,0.50755554
78727,0.027037233
356284,1.0308061
916366,-0.7655206
30948,-2.171135
661071,-0.9255358
208723,0.4180898
77904,0.26255572
532580,-0.29870373
197370,-0.46715164
819524,1.85615
407269,0.559821
150705,-0.29325026
627157,-0.15385143
752480,0.73972726
441270,1.2725877
109793,1.0675862
383633,0.26218337
563563,0.43800384
491210,-0.0821778
504242,1.1317396
29019,1.1356536
187797,-0.17134845
220038,-0.4911577
392493,1.1619849
303886,-2.5291085
147302,1.007894
569192,1.9959068
533834,0.8093754
686493,0.09340106
520212,1.8434615
650138,2.520915
205572,-0.2511329
813419,-1.5206927
778552,-0.07762474
238998,-0.11038321
262450,-0.24306336
594626,-2.2551265
116500,-2.4095902
596057,-1.5910559
869659,-0.36668307
668933,2.1533127
192611,-1.6580534
343082,-0.31392354
899333,-1.1317024
794412,-1.7193133
291049,1.9194698
224855,-2.315671
54659,-1.4261413
202187,1.3918426
429875,-0.017535478
370366,2.0742404
428437,1.4297062
973020,0.5490327
464694,-1.2509345
430600,-1.0105534
547718,0.9244578
820464,-0.32389954
339063,-1.0852425
926677,1.6653913
15045,0.13733038
975758,-1.0820298
549968,0.94984627
134301,1.271828
130045,1.3991278
627645,0.65243405
263606,0.959522
497334,1.9743608
951694,0.7160509
954808,-0.31669787
345996,2.0215855
51725,-0.21755639
294439,-1.6395926
367915,-2.7763038
134794,-1.2784119
353110,0.6712835
808076,-1.6097944
203442,0.6035162
471072,-1.2117987
421821,0.75524837
943263,0.84269524
230590,1.6518698
778817,-2.2404737
686709,1.1475413
495874,-0.5159122
87151,-1.7499042
165317,-0.71506566
696024,-0.9023624
873792,-0.4511378
606403,-2.7678692
428149,-1.3216844
875222,-0.111475006
622480,-0.5968528
875864,-0.0065180063
23465,-1.2460544
948620,-0.1005681
490095,0.1365574
179779,0.37127572
926171,-0.41871047
527258,-2.699495
52656,-2.254906
602452,0.7695438
59804,-1.8517655
5553,-0.4727927
854228,-0.98554844
16209,-0.49035424
406393,2.06398
993630,-0.8099632
989974,-0.8531982
607925,1.1967827
717007,-1.3149517
207967,0.75879884
501723,0.36906695
142562,0.5740785
419581,-2.223156
132237,-2.1442885
185903,-2.361873
761163,-1.9766142
998017,-1.7622112
804469,2.6498046
530829,0.44052702
900806,0.5297736
631990,-1.1512297
162045,3.7715924
496534,-0.3383564
952291,1.9883883
523582,-1.51453
381299,1.0642986
920595,0.28772143
425333,-1.4785334
444087,0.5497098
814169,0.68497866
504328,0.6807906
728637,-1.7449565
136319,1.2856727
430035,0.7237765
767482,-1.098488
795729,-0.5192215
584218,0.20620407
457064,0.8894219
51979,0.27743423
351264,0.17091823
310154,-1.9508393
563646,-1.5278867
243779,-0.049268067
494729,1.3011808
513324,-0.59739053
466202,-1.303613
595597,-1.1296402
840264,0.44638732
431111,-0.42359468
120601,1.0275569
870891,-0.6864624
713425,-1.3318877
604014,1.8136128
693920,2.4262362
304830,0.9501709
326335,0.9087255
561238,-1.6732236
972400,-0.42429507
766056,0.23859778
319225,-2.282817
835595,-2.2937717
222640,-0.102009
259819,-0.8046434
982452,0.59084713
386930,-1.6590366
403368,-1.0528569
321740,-0.2473591
528362,-0.8506439
538302,0.027545154
137046,2.2487967
21679,-0.54054266
636210,0.50455844
619928,-1.1360717
727645,-1.354393
728365,-0.18856719
844754,0.259066
863238,1.4199525
205624,1.0379555
509178,-1.7518762
239041,-1.6091316
967317,-0.038827267
990667,-0.8928938
723251,0.968994
493089,-0.9926672
132787,2.8824835
71385,0.9088019
850255,-0.8270433
614511,-0.25680444
945327,0.18217067
377018,1.1318731
696278,1.114778
350584,-2.7781296
609422,-2.0172226
631916,1.9096502
429761,-0.27825817
638932,1.4353392
119363,-1.4568084
656697,-0.5442406
177191,-0.06699817
350551,-0.5029846
10672,0.9137025
478010,-1.4366205
878084,-0.09199542
759610,-0.58228827
43782,-1.245718
805567,-1.1584553
957017,0.7157743
733458,-2.2074337
967108,-0.7338209
774105,-0.91647476
346587,-3.0195985
315089,0.60877377
629599,0.68767905
66507,1.0682046
768952,-1.0747808
804674,0.43927425
996557,-1.6900842
977048,1.1963336
152119,-0.8563792
874895,0.22475259
308598,-0.086403504
934551,-0.97108686
153314,-0.11282477
208421,-3.2376928
225029,0.8996526
511683,-1.6962941
76076,-0.71631753
558604,1.5824252
917631,-0.47746438
501792,-1.1230857
381370,-1.2842941
22331,1.1324145
481116,-2.265198
541483,0.51666296
996198,-2.3054547
798261,-1.8716273
196389,-0.49513438
41735,-1.3633671
997224,-2.25073
218925,0.7675164
489657,-1.2613766
134645,-0.6129551
534452,1.4882693
441787,0.31406718
278299,0.22943726
471190,0.1133402
305058,1.7678509
613543,1.4391773
190493,0.6441003
511371,1.8509326
787946,-3.0792432
139674,-1.2648032
350641,-1.326188
224851,1.2790111
994590,-1.3546371
475023,1.0111829
302835,-1.725152
44469,0.30618787
990064,0.48948997
230794,0.7379972
197354,-0.78792053
254242,0.41595033
883488,-0.14696309
720602,-0.64779466
869940,2.185913
134873,0.17590067
716694,-2.1096187
947882,0.28111854
776254,-1.05355
510030,-1.3053442
565245,-1.0915157
783265,-0.8172375
314610,-0.82211983
525821,1.3436208
750126,0.95578766
915267,0.5542892
245754,2.1526012
691699,-2.1701176
514320,-2.8112793
263856,2.920889
310495,-0.63446665
393613,-1.2516806
967578,0.13633338
657345,1.5496029
691261,-1.7145499
899855,0.82895887
897849,-0.56363773
381731,0.74465036
882426,-0.20797622
166835,-0.3670316
418991,-0.07571389
931144,-1.9082365
400248,-2.2540889
976507,1.1244491
549973,1.3877181
751281,-1.5926871
328144,-1.5504007
820129,0.8508653
499839,1.7805451
646546,-0.29910168
159134,-1.8454411
792916,-2.6422462
714856,0.9597477
352879,-1.1639962
116973,0.103707224
871217,0.18297392
137467,1.7960119
227376,2.463787
606390,-1.0797235
724388,0.47065166
335396,-1.3763049
72872,-1.3957407
554789,-0.52605546
704160,1.0246238
564420,1.2810924
190067,-0.41934082
562947,-2.8113618
355063,-0.6009387
600154,1.269042
105307,1.6744697
470856,0.27876276
376836,2.6220446
200796,1.0155395
498620,0.061957523
900399,1.3854163
778443,1.0267264
672353,-2.2615027
484114,2.1753664
811417,-0.25677603
167041,-0.3640287
294170,1.0993283
112215,0.003510803
865219,-0.0013813674
455674,1.6868842
593040,-0.7958698
942848,1.9813185
40442,1.0696986
631244,0.029056653
305744,1.188829
40724,-1.79981
895394,-1.7230955
462089,-0.9147955
978869,0.5700072
930681,0.79677534
96105,0.24797323
895222,-1.3785521
367689,-2.2704706
325076,0.07790965
285852,-0.9007664
201059,0.30800566
449063,0.031442046
773148,0.9149871
9610,-0.13941932
701891,0.24595125
774916,-1.0204092
811808,-1.7150515
99751,-1.4217237
858599,1.1134354
860300,-0.13632026
418591,-1.3267246
607115,-0.6272104
551577,1.0800773
720898,-0.25645489
592861,1.8540022
914308,0.47768047
735120,-0.14604634
783027,0.5542482
271068,-1.2153839
575362,1.8067509
779273,-0.87329364
348326,-0.29926318
649183,-0.24658464
55483,1.2972767
580515,-0.6587063
938670,2.1693914
200316,-0.7761937
403165,1.8790545
837689,-2.530067
860121,2.6956518
96808,2.9393632
466290,0.32972446
251761,-0.07920262
364122,-1.1975508
473909,1.6226113
376991,1.0125636
677672,1.8542285
815121,1.6763189
606724,-1.3958157
60104,0.6329908
715950,1.3222791
251034,-0.8877985
535127,0.4104792
799227,0.07185587
586210,1.4308549
629357,0.13974884
313236,1.0917455
176546,1.3706682
310424,-1.3208834
886291,-0.8840389
286560,1.5772183
148236,-1.6452446
974012,0.23997356
586375,-0.36324757
805431,-1.7535312
163847,0.9166676
552697,-1.5093936
738906,0.95626545
623048,-1.5662616
60761,0.6660823
499846,-0.07431939
703763,-1.5851697
790298,-1.8998
185624,0.2846825
84278,-0.7514191
99850,-0.8279227
7536,0.14637008
8317,-2.2037776
83354,1.0286163
284170,0.6661925
914066,1.7503725
561893,1.166091
813369,0.25258672
111162,1.0731468
466836,-0.11625807
93620,0.4502319
296485,-0.5315995
336791,-1.3327138
43690,1.8447893
790338,-1.2780184
679295,-0.6853421
32563,-0.37945879
181977,-1.7884986
710978,1.0428996
833136,-0.71263933
911205,-0.35882103
895619,0.76298094
451123,-0.29001218
46678,-1.8473423
664133,2.1057224
180601,-0.8773789
394382,0.09118587
975314,-2.0168653
161996,-0.6294397
35215,0.41440034
388400,-1.9875978
520987,2.2693028
160727,-2.7647424
522156,-1.0625995
107814,-1.6587604
364452,-1.6832609
720488,-1.2027236
137986,-0.46616322
362309,-0.44178224
132969,2.0522833
342306,1.2260077
74464,-3.8344862
617792,0.6895515
660223,-0.5111461
725531,-0.80594265
182366,-0.47135812
341572,-2.4922898
557565,-1.2205085
236244,1.1745838
479694,-2.3467345
203553,1.9103284
799837,2.4801087
856949,-1.3358841
710708,-1.4815571
925312,1.0934781
328039,-2.5350118
207531,1.8065963
794241,2.1450462
818693,-0.692062
435160,-0.6948632
323829,1.0053937
628870,-1.3494459
593585,-0.63211966
631096,-0.11620015
860344,1.6268883
562754,-0.46239868
953494,-1.8015438
79824,1.0655644
233394,0.86770356
902183,-0.39838374
119575,-0.5322298
645628,0.6978673
541370,-0.9328252
66642,0.2642228
576359,0.8498258
228405,1.7880973
894204,-1.2884889
603107,0.023779094
951075,0.44051647
679793,0.8862623
910247,2.1201563
942329,-2.6196017
11383,0.08581862
940636,0.9123647
598208,1.6189427
440176,-1.5488536
93976,2.049137
387251,0.020400316
112082,1.4017266
859647,-1.641416
531203,-1.4651879
77436,0.23840617
403820,-0.62833714
530881,-1.0819528
41993,-0.06609839
704003,2.390358
768990,2.3848772
440649,0.44699135
806889,-1.6068165
458145,1.3401589
819002,-1.0134407
610131,2.3931537
291657,0.2638926
946732,-0.68480664
465989,-1.9023902
823768,0.7846413
247595,2.1875606
466143,0.32833737
507913,-2.6350026
306348,-0.55533206
779467,1.0888474
141646,-1.6937084
253113,-2.9268923
982780,-0.52076596
801781,0.81950426
801754,-0.48007667
667862,3.479748
600317,3.197229
342132,-2.7023528
299788,1.7150275
532634,2.3969812
864757,-0.62050515
787698,-2.3204682
655585,-1.7466736
859554,-0.612046
757850,-0.085781425
212366,0.994182
889895,-1.0537323
886489,-2.3232443
124384,1.0382326
323603,-0.10443124
587876,-2.8739603
729117,0.80261785
341857,1.1022896
317265,3.1479707
939898,-1.0551566
540500,0.7855773
381808,0.084460825
160842,-1.3361933
385139,-3.1876283
20009,-0.012243688
400721,1.1577997
573876,-1.3508325
534418,-0.29173416
247024,-0.31128132
203270,0.8652139
347502,2.8086967
382893,0.2745349
377992,1.3307809
950753,-1.7075398
494368,2.124078
388200,-2.3665576
460219,2.7990503
504171,0.97970045
90964,1.447222
68892,1.4273124
657394,1.9400269
591469,1.2681034
281494,-1.052196
216464,-1.473304
272455,-0.63701576
600918,1.5568895
400263,-1.8603446
718066,0.45781177
494939,-2.062142
393025,-0.22545686
189781,-1.2514477
9446,1.023887
534083,1.3539158
666563,0.53925234
259462,0.076087505
668054,-1.1707867
115435,1.1873734
544731,-0.28051066
55041,-1.9741282
281951,2.8856773
185141,-0.32550514
776002,-1.0930473
109581,2.2936966
844842,-0.2624298
357130,-2.448227
78607,0.62564784
977638,-0.86260474
588263,2.0597103
138788,-0.4738551
254469,1.778461
915867,0.13357724
613232,1.0166659
684992,0.056257546
520622,-0.07513709
527957,-0.72156227
235848,-1.2254983
423523,-1.4346027
577121,1.0334083
24251,-1.6646907
352603,-2.1407433
421599,0.78657675
367286,-2.0392609
499309,0.37613407
147934,1.8662243
991399,-0.5318076
859436,-1.2100129
614481,-1.9957945
687844,0.50249064
764038,0.47729933
843651,0.20125851
531602,1.8410089
957212,0.14125723
528955,0.2827152
631416,-1.2717781
351536,2.355805
249731,-0.8774091
325596,-0.5556954
814232,1.0676384
399152,-1.1202569
206643,1.0437404
296027,1.2804861
100881,2.1887832
736194,1.4922984
97387,-0.98970234
953210,-1.5472485
805550,-0.5182233
421903,-0.7474024
666904,0.8549342
51978,-0.4421089
575628,-2.7782772
89379,-0.72762394
794256,1.2530518
485716,-2.5079184
348748,-2.5423334
506782,1.7185032
49022,0.9121316
889816,1.3033775
350917,1.0203643
113391,1.6519592
27294,-0.89341074
713455,-0.42941195
528764,-0.5545731
473055,1.9394372
866534,-0.19093841
201632,0.600291
355918,-2.8230395
291822,1.1369542
344055,2.5417557
895525,2.8140883
194574,-0.3098859
305513,-1.1620446
368804,-2.6171465
259948,0.7572501
687683,1.6253018
827016,2.0986185
